"평가년도","연번","쇼핑몰 구분","쇼핑몰 명","도메인명","소비자보호평가","이용자만족평가","피해발생평가","전체평가"
"2022","3117","의류","젝시믹스","www.xexymix.com","49.0","28.77","10.0","87.77"
"2022","3099","종합쇼핑몰","코스트코","www.costco.co.kr","50.0","27.26","10.0","87.26"
"2022","3100","종합쇼핑몰","SSG닷컴","www.ssg.com","49.0","28.05","10.0","87.05"
"2022","3101","종합쇼핑몰","CJ온스타일","display.cjonstyle.com","48.0","28.95","10.0","86.95"
"2022","3136","식품","마켓컬리","market.kurly.com","47.0","29.21","10.0","86.21000000000001"
"2022","3107","오픈마켓","네이버 스마트스토어","sell.smartstore.naver.com","48.0","28.11","10.0","86.11"
"2022","3127","가전","삼성닷컴","www.samsung.com","48.0","28.03","10.0","86.03"
"2022","3114","컴퓨터","카카오 쇼핑라이브","store.kakao.com/home/live","48.0","27.65","10.0","85.65"
"2022","3118","의류","유니클로","store-kr.uniqlo.com","49.0","26.54","10.0","85.53999999999999"
"2022","3102","종합쇼핑몰","GS SHOP","www.gsshop.com","48.0","27.44","10.0","85.44"
"2022","3115","컴퓨터","네이버 쇼핑라이브","shoppinglive.naver.com/","48.0","27.41","10.0","85.41"
"2022","3139","소셜커머스","멜론","www.melon.com","49.0","26.13","10.0","85.13"
"2022","3130","화장품","아모레몰","www.amoremall.com","48.0","27.06","10.0","85.06"
"2022","3119","의류","무신사","store.musinsa.com/","48.0","29.02","8.0","85.02"
"2022","3133","도서","넷플릭스","www.netflix.com","47.0","27.66","10.0","84.66"
"2022","3120","의류","뮬라웨어","www.mulawear.com","48.0","26.47","10.0","84.47"
"2022","3140","소셜커머스","유튜브 뮤직","www.youtube.com/musicpremium","49.0","25.43","10.0","84.43"
"2022","3103","종합쇼핑몰","홈플러스","www.homeplus.co.kr","47.0","27.42","10.0","84.42"
"2022","3128","가전","전자랜드","www.etlandmall.co.kr","47.0","27.38","10.0","84.38"
"2022","3141","소셜커머스","지니","www.genie.co.kr","49.0","25.32","10.0","84.32"
"2022","3108","오픈마켓","쿠팡","www.coupang.com","46.0","28.19","10.0","84.19"
"2022","3121","의류","프롬비기닝","www.beginning.kr","48.0","26.06","10.0","84.06"
"2022","3131","화장품","아이뷰티랩","www.ibeautylab.co.kr","47.0","26.73","10.0","83.73"
"2022","3122","의류","안다르","andar.co.kr","48.0","25.72","10.0","83.72"
"2022","3116","컴퓨터","쿠팡 라이브","쿠팡 모바일앱","46.0","27.61","10.0","83.61"
"2022","3123","의류","98도씨","www.98doci.com","47.0","26.51","10.0","83.51"
"2022","3142","여행","예스2411","ticket.yes24.com","46.0","27.49","10.0","83.49"
"2022","3132","화장품","마녀공장","www.manyo.co.kr","47.0","26.36","10.0","83.36"
"2022","3111","해외구매대행","쿠팡이츠","쿠팡이츠 모바일앱","47.0","26.11","10.0","83.11"
"2022","3124","의류","슬로우앤드","www.slowand.com","47.0","26.08","10.0","83.08"
"2022","3125","의류","LF몰","www.lfmall.co.kr","45.0","28.0","10.0","83.0"
"2022","3145","티켓","에어비앤비","www.airbnb.co.kr/","46.0","26.95","10.0","82.95"
"2022","3146","티켓","하나투어","www.hanatour.com","47.0","25.93","10.0","82.93"
"2022","3104","종합쇼핑몰","현대Hmall","www.hmall.com","46.0","26.68","10.0","82.68"
"2022","3109","오픈마켓","G마켓","www.gmarket.co.kr","44.0","28.59","10.0","82.59"
"2022","3112","해외구매대행","요기요","요기요 모바일앱","47.0","25.58","10.0","82.58"
"2022","3137","식품","오아시스마켓","www.oasis.co.kr/","44.0","28.56","10.0","82.56"
"2022","3105","종합쇼핑몰","홈앤쇼핑","www.hnsmall.com","47.0","25.53","10.0","82.53"
"2022","3113","해외구매대행","배달의 민족","배민 모바일앱","47.0","25.22","10.0","82.22"
"2022","3134","도서","TVING","www.tving.com","47.0","25.17","10.0","82.17"
"2022","3129","가전","하이마트","www.e-himart.co.kr","49.0","25.16","8.0","82.16"
"2022","3110","오픈마켓","11번가","www.11st.co.kr/","45.0","27.08","10.0","82.08"
"2022","3126","의류","탑텐몰","www.topten10mall.com","47.0","24.95","10.0","81.95"
"2022","3138","식품","GS프레시몰","www.gsfresh.com","45.0","26.75","10.0","81.75"
"2022","3135","도서","웨이브","www.wavve.com","44.0","25.1","10.0","79.1"
"2022","3147","티켓","야놀자","www.yanolja.com","47.0","26.93","5.0","78.93"
"2022","3143","여행","멜론11","ticket.melon.com","44.0","24.52","10.0","78.52"
"2022","3106","종합쇼핑몰","롯데온","www.l8eon.com","45.0","25.25","8.0","78.25"
"2022","3148","티켓","아고다","www.agoda.com/ko-kr","39.0","25.77","10.0","74.77"
"2022","3144","여행","11링크","www.ticketlink.co.kr","39.0","25.28","10.0","74.28"
"2021","2899","종합쇼핑몰","코스트코","www.costco.co.kr","49.0","27.58","10.0","86.58"
"2021","2934","의류","보리보리","www.boribori.com","48.0","28.28","10.0","86.28"
"2021","2935","의류","무신사","store.musinsa.com","48.0","30.01","8.0","86.01"
"2021","2968","식품","샵풀무원","shop.pulmuone.co.kr","47.0","28.66","10.0","85.66"
"2021","2969","식품","마켓컬리","www.kurly.com","46.0","29.63","10.0","85.63"
"2021","2936","의류","젝시믹스","www.xexymix.com","48.0","27.52","10.0","85.52"
"2021","2900","종합쇼핑몰","CJ온스타일","www.cjonstyle.com","48.0","27.12","10.0","85.12"
"2021","2927","컴퓨터","네이버 쇼핑라이브","shoppinglive.naver.com","47.0","28.04","10.0","85.04"
"2021","2970","식품","CJ더마켓","www.cjthemarket.com","47.0","28.03","10.0","85.03"
"2021","2937","의류","LF몰","www.lfmall.co.kr","47.0","27.78","10.0","84.78"
"2021","2901","종합쇼핑몰","신세계 TV쇼핑","www.shinsegaetvshopping.com","47.0","27.78","10.0","84.78"
"2021","2983","소셜커머스","멜론","www.melon.com","48.0","26.48","10.0","84.48"
"2021","2958","가전","쿠첸","www.cuchenmall.com","47.0","27.39","10.0","84.39"
"2021","2902","종합쇼핑몰","롯데i몰(롯데홈쇼핑)","www.lotteimall.com","48.0","26.32","10.0","84.32"
"2021","2928","컴퓨터","카카오 쇼핑라이브","store.kakao.com/home/live","47.0","27.32","10.0","84.32"
"2021","2971","식품","동원몰","dongwonmall.com","48.0","26.26","10.0","84.26"
"2021","2919","오픈마켓","쿠팡","www.coupang.com","45.0","29.14","10.0","84.14"
"2021","2972","식품","오아시스마켓","www.oasis.co.kr","43.0","31.13","10.0","84.13"
"2021","2929","컴퓨터","그립","GRIP 모바일앱","47.0","26.94","10.0","83.94"
"2021","2975","도서","넷플릭스","www.netflix.com","46.0","27.86","10.0","83.86"
"2021","2903","종합쇼핑몰","우체국쇼핑","mall.epost.go.kr/","47.0","26.76","10.0","83.76"
"2021","2963","화장품","아모레퍼시픽몰","www.amoremall.com","47.0","26.76","10.0","83.76"
"2021","2938","의류","프롬비기닝","www.beginning.kr","48.0","25.7","10.0","83.7"
"2021","2939","의류","저스트원","www.justone.co.kr","47.0","26.64","10.0","83.64"
"2021","2940","의류","하프클럽","www.halfclub.com","48.0","25.54","10.0","83.54"
"2021","2941","의류","마이더스비","www.midasb.co.kr","48.0","25.53","10.0","83.53"
"2021","2942","의류","유니클로","store-kr.uniqlo.com","48.0","25.37","10.0","83.37"
"2021","2964","화장품","스킨알엑스","www.skinrx.co.kr","47.0","26.32","10.0","83.32"
"2021","2973","식품","헬로네이처","www.hellonature.co.kr","47.0","26.24","10.0","83.24"
"2021","2943","의류","갠소","www.gaenso.com","46.0","27.17","10.0","83.17"
"2021","2974","식품","정원e샵","www.jungoneshop.com","46.0","27.16","10.0","83.16"
"2021","2920","오픈마켓","네이버 스마트스토어","smartstore.naver.com","47.0","26.11","10.0","83.11"
"2021","2944","의류","뮬라웨어","www.mulawear.com","47.0","26.02","10.0","83.02"
"2021","2945","의류","스컬피그","www.skullpig.com","47.0","25.94","10.0","82.94"
"2021","2930","컴퓨터","소스 라이브","www.saucelive.net/","47.0","25.89","10.0","82.89"
"2021","2946","의류","패션플러스","www.fashionplus.co.kr","47.0","25.88","10.0","82.88"
"2021","2904","종합쇼핑몰","더블유쇼핑","www.w-shopping.co.kr","47.0","25.86","10.0","82.86"
"2021","2905","종합쇼핑몰","공영쇼핑","www.gongyoungshop.kr","47.0","25.69","10.0","82.69"
"2021","2947","의류","스타일난다","www.stylenanda.com","48.0","24.58","10.0","82.58"
"2021","2906","종합쇼핑몰","홈플러스","www.homeplus.co.kr","46.0","26.56","10.0","82.56"
"2021","2948","의류","패션풀","www.fashion-full.com","47.0","25.56","10.0","82.56"
"2021","2965","화장품","아이뷰티랩","www.ibeautylab.co.kr","47.0","25.36","10.0","82.36"
"2021","2984","소셜커머스","지니","www.genie.co.kr ","47.0","25.35","10.0","82.35"
"2021","2988","티켓","야놀자","www.yanolja.com","45.0","27.3","10.0","82.3"
"2021","2931","컴퓨터","쿠팡 라이브","쿠팡 모바일앱","45.0","27.24","10.0","82.24"
"2021","2907","종합쇼핑몰","GS SHOP","www.gsshop.com","47.0","25.22","10.0","82.22"
"2021","2908","종합쇼핑몰","현대Hmall","www.hmall.com","45.0","27.16","10.0","82.16"
"2021","2976","도서","티빙","www.tving.com","46.0","26.1","10.0","82.1"
"2021","2949","의류","스타일노리터","www.stylenoriter.co.kr","46.0","26.02","10.0","82.02"
"2021","2959","가전","전자랜드","www.etlandmall.co.kr","46.0","25.97","10.0","81.97"
"2021","2921","오픈마켓","11번가","www.11st.co.kr","44.0","27.94","10.0","81.94"
"2021","2977","도서","웨이브","www.wavve.com","46.0","25.91","10.0","81.91"
"2021","2950","의류","피핀","www.pippin.co.kr","45.0","26.91","10.0","81.91"
"2021","2909","종합쇼핑몰","이랜드몰","elandmall.com","45.0","26.9","10.0","81.9"
"2021","2951","의류","98도씨","www.98doci.com","45.0","26.87","10.0","81.87"
"2021","2910","종합쇼핑몰","홈앤쇼핑","www.hnsmall.com","46.0","25.76","10.0","81.76"
"2021","2911","종합쇼핑몰","K쇼핑","www.kshop.co.kr","47.0","24.75","10.0","81.75"
"2021","2952","의류","시크헤라","www.chichera.co.kr","46.0","25.7","10.0","81.7"
"2021","2953","의류","슬로우앤드","www.slowand.com","46.0","25.64","10.0","81.64"
"2021","2980","해외구매대행","쿠팡이츠","쿠팡이츠 모바일앱","46.0","25.62","10.0","81.62"
"2021","2912","종합쇼핑몰","NS Mall","www.nsmall.com","46.0","25.54","10.0","81.54"
"2021","2913","종합쇼핑몰","더현대닷컴","www.thehyundai.com","44.0","27.5","10.0","81.5"
"2021","2978","도서","디즈니플러스","www.disneyplus.com/ko-kr","47.0","24.47","10.0","81.47"
"2021","2914","종합쇼핑몰","갤러리아몰","www.galleria.co.kr","45.0","26.39","10.0","81.39"
"2021","2979","도서","왓챠","watcha.com","45.0","26.18","10.0","81.18"
"2021","2996","여행","예스24티켓","ticket.yes24.com","45.0","26.13","10.0","81.13"
"2021","2954","의류","제이키즈","www.jkids.co.kr","45.0","26.12","10.0","81.12"
"2021","2981","해외구매대행","요기요","요기요 모바일앱","46.0","25.12","10.0","81.12"
"2021","2922","오픈마켓","위메프","www.wemakeprice.com","45.0","25.99","10.0","80.99"
"2021","2966","화장품","리스킨","www.reskin.co.kr","47.0","23.94","10.0","80.94"
"2021","2967","화장품","토니스트리트","www.tonystreet.com","45.0","25.72","10.0","80.72"
"2021","2955","의류","자라","www.zara.com/kr","45.0","25.65","10.0","80.65"
"2021","2915","종합쇼핑몰","SSG닷컴","www.ssg.com","47.0","27.41","6.0","80.41"
"2021","2956","의류","W컨셉","www.wconcept.co.kr","48.0","27.18","5.0","80.18"
"2021","2923","오픈마켓","G마켓","www.gmarket.co.kr","43.0","27.16","10.0","80.16"
"2021","2989","티켓","부킹닷컴","www.booking.com","43.0","26.85","10.0","79.85"
"2021","2924","오픈마켓","옥션","www.gmarket.co.kr ","43.0","26.84","10.0","79.84"
"2021","2916","종합쇼핑몰","AK몰","www.akmall.com","45.0","25.83","9.0","79.83"
"2021","2960","가전","쿠쿠","www.cuckoo.co.kr","44.0","25.81","10.0","79.81"
"2021","2982","해외구매대행","배달의 민족","배달의 민족 모바일앱","46.0","23.76","10.0","79.76"
"2021","2917","종합쇼핑몰","오케이몰","www.okmall.com","43.0","26.73","10.0","79.73"
"2021","2990","티켓","마이리얼트립","www.myrealtrip.com","45.0","24.57","10.0","79.57"
"2021","2933","컴퓨터","티몬 TVON","티몬 모바일앱","44.0","25.47","10.0","79.47"
"2021","2985","소셜커머스","플로","www.music-flo.com","45.0","24.34","10.0","79.34"
"2021","2997","여행","티켓링크","www.ticketlink.co.kr","43.0","26.32","10.0","79.32"
"2021","2957","의류","안다르","www.andar.co.kr","47.0","25.29","7.0","79.29"
"2021","2925","오픈마켓","티몬","www.tmon.co.kr","44.0","25.27","10.0","79.27"
"2021","2991","티켓","에어비앤비","www.airbnb.co.kr","43.0","26.06","10.0","79.06"
"2021","2998","여행","멜론티켓","ticket.melon.com","43.0","26.02","10.0","79.02"
"2021","2926","오픈마켓","인터파크","www.interpark.com","44.0","25.88","9.0","78.88"
"2021","2961","가전","하이마트","www.e-himart.co.kr","48.0","26.82","4.0","78.82"
"2021","2986","소셜커머스","스포티파이","www.spotify.com","43.0","25.38","10.0","78.38"
"2021","2918","종합쇼핑몰","롯데온","www.lotteon.com","47.0","26.87","4.0","77.87"
"2021","2992","티켓","호텔스닷컴","kr.hotels.com","40.0","27.86","10.0","77.86"
"2021","2932","컴퓨터","보고플레이","www.vogoplay.com","43.0","24.7","10.0","77.7"
"2021","2962","가전","하이탑AV","www.hitopav.co.kr","43.0","24.69","10.0","77.69"
"2021","2993","티켓","아고다","www.agoda.com/ko-kr","38.0","26.36","10.0","74.36"
"2021","2987","소셜커머스","유튜브 뮤직","www.youtube.com/musicpremium","42.0","22.36","10.0","74.36"
"2021","2994","티켓","익스피디아","www.expedia.co.kr","40.0","24.34","10.0","74.34"
"2021","2995","티켓","트립닷컴","kr.trip.com","38.0","24.18","10.0","72.18"
"2020","2680","식품","마켓컬리","www.kurly.com","46.0","30.76","10.0","86.76"
"2020","2599","종합쇼핑몰","홈플러스","www.homeplus.co.kr","48.0","28.38","10.0","86.38"
"2020","2600","종합쇼핑몰","CJ mall","www.cjmall.com","48.0","28.3","10.0","86.3"
"2020","2601","종합쇼핑몰","코스트코","www.costco.co.kr","49.0","27.16","10.0","86.16"
"2020","2602","종합쇼핑몰","GS SHOP","www.gsshop.com","47.0","29.14","10.0","86.14"
"2020","2603","종합쇼핑몰","이마트몰","emart.ssg.com","47.0","29.12","10.0","86.12"
"2020","2681","식품","동원몰","www.dongwonmall.com","48.0","28.04","10.0","86.04"
"2020","2670","화장품","아모레퍼시픽몰","www.amorepacificmall.com","47.0","28.42","10.0","85.42"
"2020","2605","종합쇼핑몰","신세계몰","shinsegaemall.ssg.com","47.0","29.19","9.0","85.19"
"2020","2604","종합쇼핑몰","롯데i몰(롯데홈쇼핑)","www.lotteimall.com","48.0","27.19","10.0","85.19"
"2020","2641","의류","젝시믹스","www.xexymix.com","48.0","27.18","10.0","85.18"
"2020","2685","여행","참좋은여행","www.verygoodtour.com","47.0","28.08","10.0","85.08"
"2020","2671","화장품","쏘내추럴","www.sonatural.co.kr","48.0","27.07","10.0","85.07"
"2020","2642","의류","마이더스비","www.midasb.co.kr","48.0","27.02","10.0","85.02"
"2020","2682","식품","CJ더마켓","www.cjthemarket.com","47.0","28.02","10.0","85.02"
"2020","2643","의류","무신사","www.musinsa.com","47.0","27.96","10.0","84.96"
"2020","2644","의류","안다르","www.andar.co.kr","47.0","27.95","10.0","84.95"
"2020","2683","식품","정원e샵","www.jungoneshop.com","46.0","28.71","10.0","84.71"
"2020","2606","종합쇼핑몰","W쇼핑","www.w-shopping.co.kr","47.0","27.62","10.0","84.62"
"2020","2645","의류","유니클로","store-kr.uniqlo.com","48.0","26.55","10.0","84.55"
"2020","2646","의류","하프클럽","www.halfclub.com","48.0","26.47","10.0","84.47"
"2020","2647","의류","스타일난다","www.stylenanda.com","48.0","26.45","10.0","84.45"
"2020","2675","도서","예스24","www.yes24.com","45.0","29.43","10.0","84.43"
"2020","2665","가전","하이마트","www.e-himart.co.kr","48.0","28.32","8.0","84.32"
"2020","2623","오픈마켓","네이버 스마트스토어","smartstore.naver.com","47.0","27.31","10.0","84.31"
"2020","2607","종합쇼핑몰","신세계 TV쇼핑","www.shinsegaetvshopping.com","47.0","27.27","10.0","84.27"
"2020","2608","종합쇼핑몰","K쇼핑","www.kshop.co.kr","47.0","27.19","10.0","84.19"
"2020","2676","도서","알라딘","www.aladin.co.kr","45.0","29.17","10.0","84.17"
"2020","2648","의류","보리보리","www.boribori.com","47.0","27.16","10.0","84.16"
"2020","2677","도서","교보문고","www.kyobobook.co.kr","44.0","29.92","10.0","83.92"
"2020","2666","가전","전자랜드","www.etland.co.kr","46.0","27.85","10.0","83.85"
"2020","2609","종합쇼핑몰","우체국쇼핑","mall.epost.go.kr/","47.0","26.76","10.0","83.76"
"2020","2649","의류","저스트원","www.justone.co.kr","48.0","25.74","10.0","83.74"
"2020","2667","가전","쿠첸","www.cuchen.com","47.0","26.64","10.0","83.64"
"2020","2684","식품","풀무원이샵","www.pulmuoneshop.co.kr","46.0","27.51","10.0","83.51"
"2020","2686","여행","온라인투어","www.onlinetour.co.kr","48.0","25.48","10.0","83.48"
"2020","2610","종합쇼핑몰","NS Mall","www.nsmall.com","46.0","27.45","10.0","83.45"
"2020","2636","컴퓨터","컴퓨존","www.compuzone.co.kr","47.0","26.33","10.0","83.33"
"2020","2611","종합쇼핑몰","공영쇼핑","www.gongyoungshop.kr","48.0","25.99","9.0","82.99"
"2020","2687","여행","노랑풍선","www.ybtour.co.kr","46.0","26.97","10.0","82.97"
"2020","2668","가전","한경희생활과학","www.haan.com","46.0","26.95","10.0","82.95"
"2020","2637","컴퓨터","한성컴퓨터","www.monsterlabs.co.kr","48.0","24.91","10.0","82.91"
"2020","2672","화장품","토니스트리트","www.tonystreet.com","46.0","26.89","10.0","82.89"
"2020","2650","의류","스트릿패션 라걸","www.lagirl.co.kr","48.0","24.86","10.0","82.86"
"2020","2678","도서","반디앤루니스","www.bandinlunis.com","46.0","26.75","10.0","82.75"
"2020","2612","종합쇼핑몰","갤러리아몰","www.galleria.co.kr","44.0","28.53","10.0","82.53"
"2020","2673","화장품","아이뷰티랩","www.ibeautylab.co.kr","47.0","25.52","10.0","82.52"
"2020","2688","여행","하나투어","www.hanatour.com","46.0","26.46","10.0","82.46"
"2020","2638","컴퓨터","아싸컴 ","www.assacom.com","47.0","25.3","10.0","82.3"
"2020","2613","종합쇼핑몰","현대Hmall","www.hyundaihmall.com","45.0","27.17","10.0","82.17"
"2020","2639","컴퓨터","아이코다","icoda.co.kr","46.0","26.11","10.0","82.11"
"2020","2679","도서","영풍문고","www.ypbooks.co.kr","46.0","26.1","10.0","82.1"
"2020","2651","의류","자라","www.zara.com","45.0","26.97","10.0","81.97"
"2020","2674","화장품","스와니코코","www.swanicoco.co.kr","46.0","25.91","10.0","81.91"
"2020","2631","해외구매대행","위즈위드","www.wizwid.com","46.0","25.88","10.0","81.88"
"2020","2614","종합쇼핑몰","AK몰","www.akmall.com","46.0","25.75","10.0","81.75"
"2020","2652","의류","시크헤라","www.chichera.co.kr","46.0","25.73","10.0","81.73"
"2020","2624","오픈마켓","11번가","www.11st.co.kr","44.0","27.64","10.0","81.64"
"2020","2653","의류","STL","www.beststl.com","47.0","24.57","10.0","81.57"
"2020","2615","종합쇼핑몰","더현대닷컴","www.thehyundai.com","44.0","27.48","10.0","81.48"
"2020","2654","의류","플라이데이","www.flyday.co.kr","48.0","23.36","10.0","81.36"
"2020","2616","종합쇼핑몰","리빙픽","www.livingpick.com","46.0","25.16","10.0","81.16"
"2020","2617","종합쇼핑몰","롯데온","www.lotteon.com","47.0","26.07","8.0","81.07"
"2020","2618","종합쇼핑몰","메가마트","www.megamart.co.kr/","44.0","26.98","10.0","80.98"
"2020","2689","여행","모두투어","www.modetour.co.kr","47.0","23.94","10.0","80.94"
"2020","2655","의류","오즈키즈","www.ozkiz.com","46.0","24.93","10.0","80.93"
"2020","2690","티켓","티켓링크","www.ticketlink.co.kr","44.0","26.88","10.0","80.88"
"2020","2656","의류","난닝구","www.naning9.com","45.0","25.82","10.0","80.82"
"2020","2625","오픈마켓","쿠팡","www.coupang.com","43.0","27.8","10.0","80.8"
"2020","2619","종합쇼핑몰","이랜드몰","www.elandmall.com","44.0","26.57","10.0","80.57"
"2020","2626","오픈마켓","G마켓","www.gmarket.co.kr","43.0","27.33","10.0","80.33"
"2020","2693","","부킹닷컴","www.booking.com","43.0","27.17","10.0","80.17"
"2020","2640","컴퓨터","아이티엔조이","www.itenjoy.co.kr","44.0","25.98","10.0","79.98"
"2020","2657","의류","피핀","www.pippin.co.kr","45.0","24.88","10.0","79.88"
"2020","2658","의류","갠소","www.gaenso.com","46.0","23.87","10.0","79.87"
"2020","2627","오픈마켓","위메프","www.wemakeprice.com","44.0","25.67","10.0","79.67"
"2020","2659","의류","제이키즈","www.jkids.co.kr","45.0","24.51","10.0","79.51"
"2020","2669","가전","와싸다닷컴","www.wassada.com","44.0","25.44","10.0","79.44"
"2020","2620","종합쇼핑몰","오케이몰","www.okmall.com","43.0","26.35","10.0","79.35"
"2020","2660","의류","패션풀","www.fashion-full.com","45.0","24.21","10.0","79.21"
"2020","2691","티켓","멜론티켓","ticket.melon.com","43.0","26.03","10.0","79.03"
"2020","2694","","에어비앤비","www.airbnb.co.kr","43.0","25.6","10.0","78.6"
"2020","2661","의류","슈퍼스타아이","www.superstari.co.kr","45.0","23.47","10.0","78.47"
"2020","2662","의류","패션플러스","www.fashionplus.co.kr","47.0","25.26","6.0","78.26"
"2020","2628","오픈마켓","인터파크","www.interpark.com","44.0","26.21","8.0","78.21"
"2020","2629","오픈마켓","티몬","www.tmon.co.kr","44.0","24.18","10.0","78.18"
"2020","2630","오픈마켓","옥션","www.auction.co.kr","43.0","25.08","10.0","78.08"
"2020","2663","의류","훈스","hun-s.com","45.0","23.01","10.0","78.01"
"2020","2621","종합쇼핑몰","농협몰","www.nonghyupmall.com","43.0","24.86","10.0","77.86"
"2020","2622","종합쇼핑몰","홈앤쇼핑","www.hnsmall.com","46.0","27.4","4.0","77.4"
"2020","2664","의류","모코블링","www.mocobling.com","42.0","25.16","10.0","77.16"
"2020","2695","","호텔스닷컴","kr.hotels.com","40.0","25.84","10.0","75.84"
"2020","2632","해외구매대행","뉴욕걸즈","www.nygirlz.co.kr","42.0","23.77","10.0","75.77"
"2020","2696","","익스피디아","www.expedia.co.kr","40.0","24.08","10.0","74.08"
"2020","2692","티켓","티켓베이","www.ticketbay.co.kr","40.0","23.86","10.0","73.86"
"2020","2697","","아고다","www.agoda.com/ko-kr","38.0","25.55","10.0","73.55"
"2020","2633","해외구매대행","프리십","www.freeship.co.kr","40.0","22.89","10.0","72.89"
"2020","2634","해외구매대행","오마이집","www.ohmyzip.com","40.0","22.62","10.0","72.62"
"2020","2635","해외구매대행","몰테일","post.malltail.com","40.0","22.48","10.0","72.48"
"2020","2698","","트립닷컴","kr.trip.com","38.0","22.79","8.0","68.79"
"2019","2399","종합쇼핑몰","홈플러스 쇼핑몰","www.homeplus.co.kr","48.0","28.12","10.0","86.12"
"2019","2465","가전","롯데하이마트","www.e-himart.co.kr","49.0","26.54","10.0","85.54"
"2019","2400","종합쇼핑몰","신세계몰","shinsegaemall.ssg.com","48.0","27.5","10.0","85.5"
"2019","2441","의류","LFmall","www.lfmall.co.kr","47.0","28.33","10.0","85.33"
"2019","2401","종합쇼핑몰","공영쇼핑","www.gongyoungshop.kr","48.0","27.29","10.0","85.29"
"2019","2486","식품","마켓컬리","www.kurly.com","47.0","28.13","10.0","85.13"
"2019","2402","종합쇼핑몰","이마트몰","emart.ssg.com","48.0","27.01","10.0","85.01"
"2019","2442","의류","멋남","www.mutnam.com","48.0","26.76","10.0","84.76"
"2019","2436","컴퓨터","한성컴퓨터","www.monsterlabs.co.kr","48.0","26.76","10.0","84.76"
"2019","2470","화장품","쏘내추럴","www.sonatural.co.kr","48.0","26.54","10.0","84.54"
"2019","2471","화장품","스와니코코","www.swanicoco.co.kr","47.0","27.49","10.0","84.49"
"2019","2403","종합쇼핑몰","롯데마트몰","www.lottemart.com","47.0","27.48","10.0","84.48"
"2019","2437","컴퓨터","컴퓨존","www.compuzone.co.kr","47.0","27.46","10.0","84.46"
"2019","2472","화장품","아모레퍼시픽쇼핑몰","www.amorepacificmall.com","47.0","27.45","10.0","84.45"
"2019","2475","도서","반디앤루니스","www.bandinlunis.com","47.0","27.34","10.0","84.34"
"2019","2404","종합쇼핑몰","NS Mall","www.nsmall.com","47.0","27.3","10.0","84.3"
"2019","2443","의류","나인","www.nain.co.kr","48.0","26.22","10.0","84.22"
"2019","2431","해외구매대행","위즈위드","www.wizwid.com","47.0","27.07","10.0","84.07"
"2019","2444","의류","하프클럽","www.halfclub.com","48.0","26.01","10.0","84.01"
"2019","2476","도서","교보문고","www.kyobobook.co.kr","45.0","28.91","10.0","83.91"
"2019","2445","의류","젝시믹스","www.xexymix.com","47.0","26.86","10.0","83.86"
"2019","2477","도서","영풍문고","www.ypbooks.co.kr","47.0","26.84","10.0","83.84"
"2019","2405","종합쇼핑몰","엘롯데(롯데백화점)","www.ellotte.com","47.0","26.82","10.0","83.82"
"2019","2406","종합쇼핑몰","롯데i몰(롯데홈쇼핑)","www.lotteimall.com","48.0","25.81","10.0","83.81"
"2019","2407","종합쇼핑몰","우체국쇼핑","mall.epost.go.kr","47.0","26.81","10.0","83.81"
"2019","2408","종합쇼핑몰","홈앤쇼핑","www.hnsmall.com","47.0","26.79","10.0","83.79"
"2019","2473","화장품","CNP차앤박 쇼핑몰","www.cnpmall.com","47.0","26.6","10.0","83.6"
"2019","2478","도서","알라딘","www.aladin.co.kr","45.0","28.5","10.0","83.5"
"2019","2487","식품","CJ더마켓","www.cjthemarket.com","46.0","27.47","10.0","83.47"
"2019","2423","오픈마켓","네이버 스마트스토어","smartstore.naver.com","46.0","27.46","10.0","83.46"
"2019","2446","의류","보리보리","www.boribori.com","47.0","26.35","10.0","83.35"
"2019","2491","여행","하나투어","www.hanatour.com","47.0","26.17","10.0","83.17"
"2019","2488","식품","동원몰","www.dongwonmall.com","48.0","25.06","10.0","83.06"
"2019","2466","가전","전자랜드 ","www.etland.co.kr","47.0","25.91","10.0","82.91"
"2019","2447","의류","안다르","www.andar.co.kr","46.0","26.73","10.0","82.73"
"2019","2409","종합쇼핑몰","롯데닷컴","www.lotte.com","47.0","27.71","8.0","82.71"
"2019","2492","여행","모두투어","www.modetour.com","47.0","25.68","10.0","82.68"
"2019","2410","종합쇼핑몰","AK몰","www.akmall.com","47.0","25.67","10.0","82.67"
"2019","2411","종합쇼핑몰","CJmall","www.cjmall.com","49.0","26.6","7.0","82.6"
"2019","2489","식품","풀무원이샵","www.pulmuoneshop.com","46.0","26.56","10.0","82.56"
"2019","2412","종합쇼핑몰","리빙픽","www.livingpick.com","46.0","26.42","10.0","82.42"
"2019","2493","여행","노랑풍선","www.ybtour.co.kr","47.0","25.32","10.0","82.32"
"2019","2413","종합쇼핑몰","GS SHOP","www.gsshop.com","47.0","25.3","10.0","82.3"
"2019","2496","티켓","맥스무비","www.maxmovie.com","45.0","27.16","10.0","82.16"
"2019","2438","컴퓨터","조이젠","www.joyzen.co.kr","47.0","25.01","10.0","82.01"
"2019","2448","의류","라걸","www.lagirl.co.kr","48.0","23.94","10.0","81.94"
"2019","2449","의류","유니클로","store-kr.uniqlo.com","48.0","23.93","10.0","81.93"
"2019","2439","컴퓨터","아싸컴","www.assacom.com","47.0","24.87","10.0","81.87"
